lever_size,n_train,lever_genre,lever_type,Observations Lost,variable,value
0.05,964354,Comedy,strike,0,hr_Drama,0.56
0.05,963376,Action,strike,978,hr_Drama,0.56
0.1,898451,All,strike,65903,hr_Drama,0.57
0.1,936781,Comedy,strike,27573,hr_Drama,0.54
0.1,927871,Action,strike,36483,hr_Drama,0.53
0.15,847020,All,strike,117334,hr_Drama,0.56
0.15,901354,Comedy,strike,63000,hr_Drama,0.52
0.15,886513,Action,strike,77841,hr_Drama,0.51
0.2,798382,All,strike,165972,hr_Drama,0.54
0.2,869022,Comedy,strike,95332,hr_Drama,0.49
0.2,854024,Action,strike,110330,hr_Drama,0.5
0.25,746080,All,strike,218274,hr_Drama,0.53
0.25,842082,Comedy,strike,122272,hr_Drama,0.46
0.25,809188,Action,strike,155166,hr_Drama,0.47
0.3,693577,All,strike,270777,hr_Drama,0.52
0.3,809488,Comedy,strike,154866,hr_Drama,0.46
0.3,770409,Action,strike,193945,hr_Drama,0.47
0.35,643580,All,strike,320774,hr_Drama,0.52
0.35,777493,Comedy,strike,186861,hr_Drama,0.43
0.35,741383,Action,strike,222971,hr_Drama,0.42
0.4,600640,All,strike,363714,hr_Drama,0.51
0.4,748343,Comedy,strike,216011,hr_Drama,0.4
0.4,699157,Action,strike,265197,hr_Drama,0.41
0.45,545378,All,strike,418976,hr_Drama,0.49
0.45,703206,Comedy,strike,261148,hr_Drama,0.39
0.45,665509,Action,strike,298845,hr_Drama,0.38
0.5,518853,All,strike,445501,hr_Drama,0.5
0.5,675659,Comedy,strike,288695,hr_Drama,0.38
0.5,633642,Action,strike,330712,hr_Drama,0.38
0.55,458261,All,strike,506093,hr_Drama,0.48
0.55,649473,Comedy,strike,314881,hr_Drama,0.36
0.55,589864,Action,strike,374490,hr_Drama,0.32
0.6,409176,All,strike,555178,hr_Drama,0.47
0.6,612532,Comedy,strike,351822,hr_Drama,0.33
0.6,557646,Action,strike,406708,hr_Drama,0.32
0.65,346648,All,strike,617706,hr_Drama,0.47
0.65,585113,Comedy,strike,379241,hr_Drama,0.3
0.65,511243,Action,strike,453111,hr_Drama,0.3
0.7,303510,All,strike,660844,hr_Drama,0.45
0.7,547736,Comedy,strike,416618,hr_Drama,0.28
0.7,478839,Action,strike,485515,hr_Drama,0.29
0.75,254997,All,strike,709357,hr_Drama,0.43
0.75,516041,Comedy,strike,448313,hr_Drama,0.25
0.75,447900,Action,strike,516454,hr_Drama,0.26
0.8,195505,All,strike,768849,hr_Drama,0.43
0.8,491394,Comedy,strike,472960,hr_Drama,0.24
0.8,407599,Action,strike,556755,hr_Drama,0.21
0.85,149929,All,strike,814425,hr_Drama,0.43
0.85,459398,Comedy,strike,504956,hr_Drama,0.23
0.85,365868,Action,strike,598486,hr_Drama,0.19
0.9,103344,All,strike,861010,hr_Drama,0.41
0.9,413340,Comedy,strike,551014,hr_Drama,0.19
0.9,330217,Action,strike,634137,hr_Drama,0.17
0.95,53434,All,strike,910920,hr_Drama,0.4
0.95,388837,Comedy,strike,575517,hr_Drama,0.17
0.95,296019,Action,strike,668335,hr_Drama,0.15
